ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
2818	Tahitian_173	to sew	tahi1242	1457	nira	nira	n i r a		Clark-173-2005	392	True	16
2819	Tahitian_173	to sew	tahi1242	1457	au	au	a u		Clark-173-2005	343	False	14
3813	Penrhyn_235	to sew	penr1237	1457	tui	tui	t u i		POLLEX	304	False	13
4279	Mangareva_239	to sew	mang1401	1457	tue	tue	t u e	tui	POLLEX	304	False	13
4758	Tuamotuan_246	to sew	tuam1242	1457	tui	tui	t u i		POLLEX	304	False	13
5759	Rapanui_264	to sew	rapa1244	1457	tui	tui	t u i	tui/tui // tui/tui	POLLEX	304	False	13
204	NorthMarquesan_38	to shoot	nort2845	1172	puhi	puhi	p u h i		POLLEX	409	False	17
205	NorthMarquesan_38	to shoot	nort2845	1172	toi	toi	t o i		POLLEX	519	False	
454	Hawaiian_52	to shoot	hawa1245	1172	pana	pana	p a n a		71458	95	False	1
736	Rarotongan_58	to shoot	raro1241	1172	taa/àna/	taa	t aː	taa/àna/	POLLEX	95	False	1
992	Maori_85	to shoot	maor1246	1172	whana	fana	f a n a		Biggs-85-2005	95	False	1
1529	Austral_128	to shoot	aust1304	1172	teʔa	teʔa	t e ʔ a		Meyer-128-2005	632	True	3
2815	Tahitian_173	to shoot	tahi1242	1172	te'a	te'a	t e ʔ a		Clark-173-2005	632	False	3
3811	Penrhyn_235	to shoot	penr1237	1172	hana	hana	h a n a		POLLEX	95	False	1
4755	Tuamotuan_246	to shoot	tuam1242	1172	hana	hana	h a n a	fana	POLLEX	95	False	1
232	NorthMarquesan_38	to sit	nort2845	1416	noho	noho	n o h o		POLLEX	393	False	16
473	Hawaiian_52	to sit	hawa1245	1416	noho	noho	n o h o		71458	393	False	16
768	Rarotongan_58	to sit	raro1241	1416	no'o	no'o	n o ʔ o		POLLEX	393	False	16
1011	Maori_85	to sit	maor1246	1416	noho	noho	n o h o		Biggs-85-2005	393	False	16
1553	Austral_128	to sit	aust1304	1416	noʔo	noʔo	n o ʔ o		Meyer-128-2005	393	False	16
1554	Austral_128	to sit	aust1304	1416	araʔi	araʔi	a r a ʔ i		Meyer-128-2005	410	True	17
2837	Tahitian_173	to sit	tahi1242	1416	paarahi	paarahi	p aː r a h i		Clark-173-2005	410	False	17
3830	Penrhyn_235	to sit	penr1237	1416	noho	noho	n o h o		POLLEX	393	False	16
4303	Mangareva_239	to sit	mang1401	1416	no'o	no'o	n o ʔ o	no'o	POLLEX	393	False	16
4780	Tuamotuan_246	to sit	tuam1242	1416	noho	noho	n o h o		POLLEX	393	False	16
5778	Rapanui_264	to sit	rapa1244	1416	noho	noho	n o h o		POLLEX	393	False	16
235	NorthMarquesan_38	to sleep	nort2845	1585	hiamoe	hiamoe	h i a m o e		POLLEX	149	False	10
477	Hawaiian_52	to sleep	hawa1245	1585	moe	moe	m o e		71458	149	False	10
773	Rarotongan_58	to sleep	raro1241	1585	moe	moe	m o e		POLLEX	149	False	10
1014	Maori_85	to sleep	maor1246	1585	moe	moe	m o e		Biggs-85-2005	149	False	10
1560	Austral_128	to sleep	aust1304	1585	moe	moe	m o e		Meyer-128-2005	149	False	10
2841	Tahitian_173	to sleep	tahi1242	1585	ta'oto	ta'oto	t a ʔ o t o		Clark-173-2005	606	False	
3833	Penrhyn_235	to sleep	penr1237	1585	moe	moe	m o e		POLLEX	149	False	10
4306	Mangareva_239	to sleep	mang1401	1585	moe	moe	m o e	moe	POLLEX	149	False	10
4783	Tuamotuan_246	to sleep	tuam1242	1585	moe	moe	m o e		POLLEX	149	False	10
5781	Rapanui_264	to sleep	rapa1244	1585	moe	moe	m o e		POLLEX	149	False	10
258	NorthMarquesan_38	to sniff, smell	nort2845	1586	hone	hone	h o n e	hoki	POLLEX	1415	False	9
498	Hawaiian_52	to sniff, smell	hawa1245	1586	honi	honi	h o n i		71458	1415	False	9
797	Rarotongan_58	to sniff, smell	raro1241	1586	'ongi	'ongi	ʔ o ŋ i		POLLEX	1415	False	9
1033	Maori_85	to sniff, smell	maor1246	1586	hongi	hongi	h o ŋ i		Biggs-85-2005	1415	False	9
1581	Austral_128	to sniff, smell	aust1304	1586	ʔauʔa	ʔauʔa	ʔ a u ʔ a		Meyer-128-2005	150	False	10
2861	Tahitian_173	to sniff, smell	tahi1242	1586	ho'i	ho'i	h o ʔ i		Clark-173-2005	1415	False	9
2862	Tahitian_173	to sniff, smell	tahi1242	1586	hau'a	hau'a	h a u ʔ a		Clark-173-2005	150	False	10
3851	Penrhyn_235	to sniff, smell	penr1237	1586	songi	songi	s o ŋ i		POLLEX	1415	False	9
4329	Mangareva_239	to sniff, smell	mang1401	1586	'ongi	'ongi	ʔ o ŋ i	'ogi	POLLEX	1415	False	9
4806	Tuamotuan_246	to sniff, smell	tuam1242	1586	hoŋi	hoŋi	h o ŋ i		POLLEX	1415	False	9
5801	Rapanui_264	to sniff, smell	rapa1244	1586	hogi	hogi	h o g i	hoŋi	POLLEX	1415	False	9
249	NorthMarquesan_38	to spit	nort2845	1440	tufa	tufa	t u f a		POLLEX	445	False	19,34
489	Hawaiian_52	to spit	hawa1245	1440	kuha	kuha	k u h a		71458	445	False	19,34?
490	Hawaiian_52	to spit	hawa1245	1440	pupuhi	pupuhi	p u p u h i		71458	370	False	15
789	Rarotongan_58	to spit	raro1241	1440	puaki	puaki	p u a k i		POLLEX	394	False	16
1026	Maori_85	to spit	maor1246	1440	tuha	tuha	t u h a		Biggs-85-2005	445	False	19,34?
1574	Austral_128	to spit	aust1304	1440	tutuʔa	tutuʔa	t u t u ʔ a		Meyer-128-2005	445	False	19,34?
2854	Tahitian_173	to spit	tahi1242	1440	tutuha	tutuha	t u t u h a		Clark-173-2005	445	False	19,34?
3844	Penrhyn_235	to spit	penr1237	1440	suupee	suupee	s uː p eː		POLLEX	445	False	19,88
4321	Mangareva_239	to spit	mang1401	1440	kae	kae	k a e		POLLEX	823	False	
4322	Mangareva_239	to spit	mang1401	1440	anuanu	anuanu	a n u a n u		POLLEX	344	False	14,84
4797	Tuamotuan_246	to spit	tuam1242	1440	tufa	tufa	t u f a	tuha	POLLEX	445	False	19,34?
4798	Tuamotuan_246	to spit	tuam1242	1440	anu	anu	a n u		POLLEX	344	False	14,84
5793	Rapanui_264	to spit	rapa1244	1440	aanu	aanu	aː n u	àànu	POLLEX	344	False	14,84
184	NorthMarquesan_38	to split	nort2845	1437	koava	koava	k o a v a		POLLEX	433	False	
442	Hawaiian_52	to split	hawa1245	1437	wāhi	wāhi	w aː h i		71458	752	False	4
712	Rarotongan_58	to split	raro1241	1437	tapaì	tapaì	t a p a ʔ i		POLLEX	752	False	4,6
713	Rarotongan_58	to split	raro1241	1437	vaaì	vaaì	v aː ʔ i		POLLEX	752	False	4
714	Rarotongan_58	to split	raro1241	1437	ngaàa	ngaàa	ŋ a ʔ a a		POLLEX	917	False	5,72
982	Maori_85	to split	maor1246	1437	waawaahi	waawaahi	w aː w aː h i		Biggs-85-2005	752	False	4
1516	Austral_128	to split	aust1304	1437	piʔi ai	piʔi ai	p i ʔ i _ a i	taatuʔaʔa	Meyer-128-2005	379	False	
1517	Austral_128	to split	aust1304	1437	naʔaʔa	naʔaʔa	n a ʔ a ʔ a		Meyer-128-2005	917	False	5,72
1518	Austral_128	to split	aust1304	1437	vaavaaʔi	vaavaaʔi	v aː v aː ʔ i	vaaʔi	Meyer-128-2005	752	False	4
2804	Tahitian_173	to split	tahi1242	1437	vaahi	vaahi	v aː h i		Clark-173-2005	752	False	4
3798	Penrhyn_235	to split	penr1237	1437	ŋa/haa	haa	h aː	ŋa/haa	POLLEX	917	False	5,72
4262	Mangareva_239	to split	mang1401	1437	a'ae	a'ae	a ʔ a e		POLLEX	799	False	
4736	Tuamotuan_246	to split	tuam1242	1437	tapahi	tapahi	t a p a h i		POLLEX	752	False	4
4737	Tuamotuan_246	to split	tuam1242	1437	maataataa	maataataa	m aː t aː t aː		POLLEX	873	False	
5740	Rapanui_264	to split	rapa1244	1437	ihi	ihi	i h i		POLLEX	1201	False	7
5741	Rapanui_264	to split	rapa1244	1437	gaha	gaha	g a h a	ŋahaa	POLLEX	917	False	5,72
172	NorthMarquesan_38	to squeeze	nort2845	1414	'omi	'omi	ʔ o m i		POLLEX	151	False	10
173	NorthMarquesan_38	to squeeze	nort2845	1414	koko	koko	k o k o		POLLEX	1416	False	9
174	NorthMarquesan_38	to squeeze	nort2845	1414	hota	hota	h o t a		POLLEX	1336	False	8
432	Hawaiian_52	to squeeze	hawa1245	1414	'uwī	'uwī	ʔ u w iː		71458	822	False	
701	Rarotongan_58	to squeeze	raro1241	1414	tatau	tatau	t a t a u		POLLEX	305	False	13
702	Rarotongan_58	to squeeze	raro1241	1414	romi	romi	r o m i		POLLEX	151	False	10
974	Maori_85	to squeeze	maor1246	1414	kotee	kotee	k o t eː		Biggs-85-2005	1445	False	
1506	Austral_128	to squeeze	aust1304	1414	ʔuʔumu	ʔuʔumu	ʔ u ʔ u m u		Meyer-128-2005	918	False	5
1507	Austral_128	to squeeze	aust1304	1414	neʔineʔi	neʔineʔi	n e ʔ i n e ʔ i		Meyer-128-2005	202	False	11
2796	Tahitian_173	to squeeze	tahi1242	1414	'u'umu	'u'umu	ʔ u ʔ u m u		Clark-173-2005	918	False	5
3790	Penrhyn_235	to squeeze	penr1237	1414	ro/romi	romi	r o m i	ro/romi	POLLEX	151	False	10
4254	Mangareva_239	to squeeze	mang1401	1414	kukumu	kukumu	k u k u m u		POLLEX	918	False	5
4727	Tuamotuan_246	to squeeze	tuam1242	1414	ŋiŋiti	ŋiŋiti	ŋ i ŋ i t i		POLLEX	227	False	11?
5731	Rapanui_264	to squeeze	rapa1244	1414	gatu	gatu	g a t u		POLLEX	979	False	
203	NorthMarquesan_38	to stab, pierce	nort2845	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
453	Hawaiian_52	to stab, pierce	hawa1245	1434	hou	hou	h o u		71458	854	False	
734	Rarotongan_58	to stab, pierce	raro1241	1434	verovero	verovero	v e r o v e r o	vero	POLLEX	371	False	15
735	Rarotongan_58	to stab, pierce	raro1241	1434	pātiatia	pātiatia	p aː t i a t i a	pātia	POLLEX	1417	False	9
991	Maori_85	to stab, pierce	maor1246	1434	oka	oka	o k a		Biggs-85-2005	1140	False	67
1528	Austral_128	to stab, pierce	aust1304	1434	paatia	paatia	p aː t i a		Meyer-128-2005	1417	False	9
2813	Tahitian_173	to stab, pierce	tahi1242	1434	perforer	perforer	p e r f o r e r		Clark-173-2005	604	False	
2814	Tahitian_173	to stab, pierce	tahi1242	1434	paatia	paatia	p aː t i a		Clark-173-2005	1417	False	9
3810	Penrhyn_235	to stab, pierce	penr1237	1434	paatia	paatia	p aː t i a		POLLEX	1417	False	9
4275	Mangareva_239	to stab, pierce	mang1401	1434	ko	ko	k o		POLLEX	802	False	
4276	Mangareva_239	to stab, pierce	mang1401	1434	'uki	'uki	ʔ u k i		POLLEX	97	False	1, 8
4753	Tuamotuan_246	to stab, pierce	tuam1242	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
4754	Tuamotuan_246	to stab, pierce	tuam1242	1434	hoka	hoka	h o k a		POLLEX	1140	False	67
5754	Rapanui_264	to stab, pierce	rapa1244	1434	oka	oka	o k a		POLLEX	1140	False	67
5755	Rapanui_264	to stab, pierce	rapa1244	1434	huki	huki	h u k i		POLLEX	97	False	1, 8
231	NorthMarquesan_38	to stand	nort2845	1442	tuu	tuu	t uː		POLLEX	501	False	2
472	Hawaiian_52	to stand	hawa1245	1442	ku	ku	k u		71458	501	False	2
767	Rarotongan_58	to stand	raro1241	1442	tuu	tuu	t uː		POLLEX	501	False	2
1010	Maori_85	to stand	maor1246	1442	tuu	tuu	t uː		Biggs-85-2005	501	False	2
1552	Austral_128	to stand	aust1304	1442	tuu	tuu	t uː		Meyer-128-2005	501	False	2
2836	Tahitian_173	to stand	tahi1242	1442	ti'a	ti'a	t i ʔ a		Clark-173-2005	605	False	
3829	Penrhyn_235	to stand	penr1237	1442	tuu	tuu	t uː		POLLEX	501	False	2
4302	Mangareva_239	to stand	mang1401	1442	'akātū	'akātū	ʔ a k aː t uː	tuu	POLLEX	501	False	2
4779	Tuamotuan_246	to stand	tuam1242	1442	tuu	tuu	t uː		POLLEX	501	False	2
5777	Rapanui_264	to stand	rapa1244	1442	tu'u	tu'u	t u ʔ u		POLLEX	501	False	2
196	NorthMarquesan_38	to steal	nort2845	713	kamo	kamo	k a m o		POLLEX	1057	False	6
197	NorthMarquesan_38	to steal	nort2845	713	kai hue	kai hue	k a i _ h u e		POLLEX	919	False	5
450	Hawaiian_52	to steal	hawa1245	713	'aihue	'aihue	ʔ a i h u e		71458	919	False	5
729	Rarotongan_58	to steal	raro1241	713	keiaa	keiaa	k e i aː		POLLEX	1202	False	7
989	Maori_85	to steal	maor1246	713	taahae	taahae	t aː h a e		Biggs-85-2005	1031	False	5?
1526	Austral_128	to steal	aust1304	713	ʔeiaa	ʔeiaa	ʔ e i aː		Meyer-128-2005	1202	False	7
2811	Tahitian_173	to steal	tahi1242	713	'eiaa	'eiaa	ʔ e i aː		Clark-173-2005	1202	False	7
3806	Penrhyn_235	to steal	penr1237	713	kaiaa	kaiaa	k a i aː		POLLEX	1202	False	7
4271	Mangareva_239	to steal	mang1401	713	kamo	kamo	k a m o	kamo	POLLEX	1057	False	6
4748	Tuamotuan_246	to steal	tuam1242	713	keiaa	keiaa	k e i aː		POLLEX	1202	False	7
5752	Rapanui_264	to steal	rapa1244	713	kori	kori	k o r i		POLLEX	984	False	
242	NorthMarquesan_38	to suck	nort2845	1421	omo	omo	o m o	'omo	POLLEX	1203	False	7
483	Hawaiian_52	to suck	hawa1245	1421	omo	omo	o m o		71458	1203	False	7
780	Rarotongan_58	to suck	raro1241	1421	miti	miti	m i t i		POLLEX	1337	False	8
781	Rarotongan_58	to suck	raro1241	1421	-ìa	-ìa	ʔ i a		POLLEX	153	False	10
782	Rarotongan_58	to suck	raro1241	1421	ngote-a	ngote-a	ŋ o t e + a		POLLEX	1418	False	9
1020	Maori_85	to suck	maor1246	1421	ngote	ngote	ŋ o t e		Biggs-85-2005	1418	False	9
1566	Austral_128	to suck	aust1304	1421	ʔote	ʔote	ʔ o t e		Meyer-128-2005	1418	False	9
2847	Tahitian_173	to suck	tahi1242	1421	'ote	'ote	ʔ o t e		Clark-173-2005	1418	False	9
3838	Penrhyn_235	to suck	penr1237	1421	ngote	ngote	ŋ o t e		POLLEX	1418	False	9
4313	Mangareva_239	to suck	mang1401	1421	omo	omo	o m o	omo	POLLEX	1203	False	7
4314	Mangareva_239	to suck	mang1401	1421	miti	miti	m i t i		POLLEX	1337	False	8
4789	Tuamotuan_246	to suck	tuam1242	1421	ŋoŋo	ŋoŋo	ŋ o ŋ o	omo	POLLEX	1203	False	7
4790	Tuamotuan_246	to suck	tuam1242	1421	momi	momi	m o m i		POLLEX	228	False	11?
4791	Tuamotuan_246	to suck	tuam1242	1421	miti	miti	m i t i		POLLEX	1337	False	8
5787	Rapanui_264	to suck	rapa1244	1421	omo	omo	o m o	omo/omo // omo/omo	POLLEX	1203	False	7
175	NorthMarquesan_38	to swell	nort2845	1573	huhu'a	huhu'a	h u h u ʔ a		POLLEX	154	False	10
176	NorthMarquesan_38	to swell	nort2845	1573	hete	hete	h e t e		POLLEX	920	False	5
433	Hawaiian_52	to swell	hawa1245	1573	hū	hū	h uː	pehu	71458	154	False	10
703	Rarotongan_58	to swell	raro1241	1573	ōpuepue	ōpuepue	oː p u e p u e		POLLEX	639	False	30
704	Rarotongan_58	to swell	raro1241	1573	ngaru	ngaru	ŋ a r u	ē // 'akangē(ngē)	POLLEX	1213	False	
705	Rarotongan_58	to swell	raro1241	1573	'akapetetue	'akapetetue	ʔ a k a p e t e t u e		POLLEX	1032	False	5?
975	Maori_85	to swell	maor1246	1573	puku	puku	p u k u		Biggs-85-2005	551	False	24
1508	Austral_128	to swell	aust1304	1573	ʔoru	ʔoru	ʔ o r u		Meyer-128-2005	1058	False	6
2797	Tahitian_173	to swell	tahi1242	1573	'oru	'oru	ʔ o r u		Clark-173-2005	1058	False	6
3791	Penrhyn_235	to swell	penr1237	1573	puku	puku	p u k u		POLLEX	551	False	24
4256	Mangareva_239	to swell	mang1401	1573	'akatekire	'akatekire	ʔ a k a t e k i r e		POLLEX	796	False	
4728	Tuamotuan_246	to swell	tuam1242	1573	koropuupuu	koropuupuu	k o r o p uː p uː		POLLEX	1058	False	6,30
5732	Rapanui_264	to swell	rapa1244	1573	ahu	ahu	a h u		POLLEX	1204	False	7
283	NorthMarquesan_38	to swim	nort2845	1439	kau	kau	k a u		POLLEX	921	False	5
520	Hawaiian_52	to swim	hawa1245	1439	'au	'au	ʔ a u		71458	921	False	5
823	Rarotongan_58	to swim	raro1241	1439	kau	kau	k a u		POLLEX	921	False	5
1053	Maori_85	to swim	maor1246	1439	kauhoe	kauhoe	k a u h o e		Biggs-85-2005	921	False	5
1606	Austral_128	to swim	aust1304	1439	ʔau	ʔau	ʔ a u		Meyer-128-2005	921	False	5
2883	Tahitian_173	to swim	tahi1242	1439	'au	'au	ʔ a u		Clark-173-2005	921	False	5
3872	Penrhyn_235	to swim	penr1237	1439	kau	kau	k a u		POLLEX	921	False	5
4354	Mangareva_239	to swim	mang1401	1439	kau	kau	k a u	kau	POLLEX	921	False	5
4835	Tuamotuan_246	to swim	tuam1242	1439	kau	kau	k a u		POLLEX	921	False	5
5828	Rapanui_264	to swim	rapa1244	1439	kau	kau	k a u		POLLEX	921	False	5
269	NorthMarquesan_38	to think	nort2845	2271	maákau	maákau	m a ʔ a k a u		POLLEX	1205	False	7
507	Hawaiian_52	to think	hawa1245	2271	mana'o	mana'o	m a n a ʔ o		71458	1205	False	7
807	Rarotongan_58	to think	raro1241	2271	maàra	maàra	m a ʔ a r a		POLLEX	1338	False	8
1041	Maori_85	to think	maor1246	2271	whakaaro	fakaaro	f a k aː r o		Biggs-85-2005	167	False	
1592	Austral_128	to think	aust1304	2271	manaʔo	manaʔo	m a n a ʔ o		Meyer-128-2005	1205	False	7
2870	Tahitian_173	to think	tahi1242	2271	mana'o	mana'o	m a n a ʔ o		Clark-173-2005	1205	False	7
3858	Penrhyn_235	to think	penr1237	2271	manako	manako	m a n a k o		POLLEX	1205	False	7
4338	Mangareva_239	to think	mang1401	2271	makara	makara	m a k a r a		POLLEX	1381	False	8?
4819	Tuamotuan_246	to think	tuam1242	2271	mahara	mahara	m a h a r a		POLLEX	1338	False	8
5811	Rapanui_264	to think	rapa1244	2271	mana'u	mana'u	m a n a ʔ u		POLLEX	1205	False	7
163	NorthMarquesan_38	to throw	nort2845	1456	tio'a	tio'a	t i o ʔ a		POLLEX	155	False	10
164	NorthMarquesan_38	to throw	nort2845	1456	tiì	tiì	t i ʔ i		POLLEX	1420	False	9
426	Hawaiian_52	to throw	hawa1245	1456	ho'olei	ho'olei	h o ʔ o l e i	nou	71458	797	False	
690	Rarotongan_58	to throw	raro1241	1456	tiri	tiri	t i r i	tii	POLLEX	1420	False	9
691	Rarotongan_58	to throw	raro1241	1456	-ìa	-ìa	ʔ i a		POLLEX	1161	False	
692	Rarotongan_58	to throw	raro1241	1456	peeì-a	peeì-a	p eː ʔ i + a		POLLEX	278	False	12?
693	Rarotongan_58	to throw	raro1241	1456	maka	maka	m a k a		POLLEX	205	False	11
968	Maori_85	to throw	maor1246	1456	panga	panga	p a ŋ a		Biggs-85-2005	1442	False	
1497	Austral_128	to throw	aust1304	1456	taaora	taaora	t aː o r a		Meyer-128-2005	155	False	10
2790	Tahitian_173	to throw	tahi1242	1456	taaora	taaora	t aː o r a		Clark-173-2005	155	False	10
3783	Penrhyn_235	to throw	penr1237	1456	peehua	peehua	p eː h u a		POLLEX	278	False	12?
4246	Mangareva_239	to throw	mang1401	1456	kero	kero	k e r o		POLLEX	792	False	
4247	Mangareva_239	to throw	mang1401	1456	tiri	tiri	t i r i		POLLEX	1420	False	9
4719	Tuamotuan_246	to throw	tuam1242	1456	toro	toro	t o r o		POLLEX	177	False	10?
4720	Tuamotuan_246	to throw	tuam1242	1456	tiri	tiri	t i r i		POLLEX	1420	False	9
4721	Tuamotuan_246	to throw	tuam1242	1456	maka	maka	m a k a		POLLEX	205	False	11
5723	Rapanui_264	to throw	rapa1244	1456	vero	vero	v e r o	bero	POLLEX	729	False	38
209	NorthMarquesan_38	to tie up, fasten	nort2845	1094	nani	nani	n a n i	nati	POLLEX	307	False	13
210	NorthMarquesan_38	to tie up, fasten	nort2845	1094	hitiki	hitiki	h i t i k i	fitiì	POLLEX	259	False	12
458	Hawaiian_52	to tie up, fasten	hawa1245	1094	hīki'i	hīki'i	h iː k i ʔ i		71458	259	False	12
741	Rarotongan_58	to tie up, fasten	raro1241	1094	taapeka	taapeka	t aː p e k a		POLLEX	412	False	17
742	Rarotongan_58	to tie up, fasten	raro1241	1094	nati-a	nati-a	n a t i + a		POLLEX	307	False	13
743	Rarotongan_58	to tie up, fasten	raro1241	1094	rii	rii	r iː		POLLEX	346	False	14
744	Rarotongan_58	to tie up, fasten	raro1241	1094	-na	-na	n a		POLLEX	321	False	13?
745	Rarotongan_58	to tie up, fasten	raro1241	1094	-ìa	-ìa	ʔ i a		POLLEX	401	False	16?
746	Rarotongan_58	to tie up, fasten	raro1241	1094	ìitiki-a	ìitiki-a	ʔ i i t i k i + a		POLLEX	259	False	12
996	Maori_85	to tie up, fasten	maor1246	1094	herehere	herehere	h e r e h e r e		Biggs-85-2005	818	False	43
1535	Austral_128	to tie up, fasten	aust1304	1094	purei	purei	p u r e i		Meyer-128-2005	380	False	
2820	Tahitian_173	to tie up, fasten	tahi1242	1094	ta'amu	ta'amu	t a ʔ a m u		Clark-173-2005	1436	False	93
3814	Penrhyn_235	to tie up, fasten	penr1237	1094	nati	nati	n a t i		POLLEX	307	False	13
3815	Penrhyn_235	to tie up, fasten	penr1237	1094	hiitiki	hiitiki	h iː t i k i		POLLEX	259	False	12
4280	Mangareva_239	to tie up, fasten	mang1401	1094	'akaokonga	'akaokonga	ʔ a k a o k o ŋ a		POLLEX	805	False	
4281	Mangareva_239	to tie up, fasten	mang1401	1094	nati	nati	n a t i		POLLEX	307	False	13
4282	Mangareva_239	to tie up, fasten	mang1401	1094	rii	rii	r iː		POLLEX	346	False	14
4759	Tuamotuan_246	to tie up, fasten	tuam1242	1094	hau	hau	h a u	fau	POLLEX	206	False	11
4760	Tuamotuan_246	to tie up, fasten	tuam1242	1094	rii	rii	r iː		POLLEX	346	False	14
4761	Tuamotuan_246	to tie up, fasten	tuam1242	1094	hiitiki	hiitiki	h iː t i k i		POLLEX	259	False	12
5760	Rapanui_264	to tie up, fasten	rapa1244	1094	haha'u	haha'u	h a h a ʔ u	ha/ha'u/ // ha/ha'u/	POLLEX	206	False	11
284	NorthMarquesan_38	to turn	nort2845	1588	kavií	kavií	k a v i ʔ i		POLLEX	1427	False	90
521	Hawaiian_52	to turn	hawa1245	1588	huli	huli	h u l i		71458	373	False	15
522	Hawaiian_52	to turn	hawa1245	1588	wili	wili	w i l i		71458	1427	False	90
824	Rarotongan_58	to turn	raro1241	1588	pa'e	pa'e	p a ʔ e	'akapa'e	POLLEX	207	False	11
825	Rarotongan_58	to turn	raro1241	1588	'iki'iki	'iki'iki	ʔ i k i ʔ i k i		POLLEX	1351	False	
1054	Maori_85	to turn	maor1246	1588	huri	huri	h u r i		Biggs-85-2005	373	False	15
1607	Austral_128	to turn	aust1304	1588	tiipuʔu	tiipuʔu	t iː p u ʔ u		Meyer-128-2005	156	False	10
2884	Tahitian_173	to turn	tahi1242	1588	tiipu'u	tiipu'u	t iː p u ʔ u		Clark-173-2005	156	False	10
3873	Penrhyn_235	to turn	penr1237	1588	huri	huri	h u r i		POLLEX	373	False	15
4355	Mangareva_239	to turn	mang1401	1588	tīrori	tīrori	t iː r o r i		POLLEX	832	False	
4836	Tuamotuan_246	to turn	tuam1242	1588	huri	huri	h u r i		POLLEX	373	False	15
5829	Rapanui_264	to turn	rapa1244	1588	taviri	taviri	t a v i r i		POLLEX	1427	False	90
5830	Rapanui_264	to turn	rapa1244	1588	teka	teka	t e k a		POLLEX	995	False	
250	NorthMarquesan_38	to vomit	nort2845	1278	'ua	'ua	ʔ u a		POLLEX	1339	False	8
491	Hawaiian_52	to vomit	hawa1245	1278	lua'i	lua'i	l u a ʔ i		71458	1339	False	8,31
790	Rarotongan_58	to vomit	raro1241	1278	puaki	puaki	p u a k i		POLLEX	98	False	1,32
1027	Maori_85	to vomit	maor1246	1278	ruaki	ruaki	r u a k i		Biggs-85-2005	1339	False	8,31
1575	Austral_128	to vomit	aust1304	1278	ruʔaʔi	ruʔaʔi	r u ʔ a ʔ i		Meyer-128-2005	1339	False	8,31
2855	Tahitian_173	to vomit	tahi1242	1278	piha'e	piha'e	p i h a ʔ e		Clark-173-2005	640	False	30
3845	Penrhyn_235	to vomit	penr1237	1278	rua/ki	rua	r u a	rua/ki	POLLEX	1339	False	8,31
4323	Mangareva_239	to vomit	mang1401	1278	ruaki	ruaki	r u a k i	a/rua/ì // a/rua/ì // a/rua/ì	POLLEX	1339	False	8,31
4799	Tuamotuan_246	to vomit	tuam1242	1278	ruua/ki	ruua	r uː a	ruua/ki	POLLEX	1339	False	8,31
5794	Rapanui_264	to vomit	rapa1244	1278	rua	rua	r u a		POLLEX	1339	False	8
288	NorthMarquesan_38	to walk	nort2845	1443	hèe	hèe	h ʔ e e		POLLEX	1059	False	6
525	Hawaiian_52	to walk	hawa1245	1443	hele	hele	h e l e		71458	1059	False	6
828	Rarotongan_58	to walk	raro1241	1443	àere	àere	ʔ a e r e		POLLEX	1059	False	6
1057	Maori_85	to walk	maor1246	1443	haere-a-waewae	haere-a-waewae	h a e r e + a + w a e w a e		Biggs-85-2005	1059	False	6
1612	Austral_128	to walk	aust1304	1443	ʔano rimo ʔaere	ʔano rimo ʔaere	ʔ a n o _ r i m o _ ʔ a e r e		Meyer-128-2005	1059	False	6
1613	Austral_128	to walk	aust1304	1443	rimorimo	rimorimo	r i m o r i m o	ʔaere	Meyer-128-2005	397	False	
1614	Austral_128	to walk	aust1304	1443	ʔano	ʔano	ʔ a n o		Meyer-128-2005	503	False	2
2889	Tahitian_173	to walk	tahi1242	1443	ori	ori	o r i		Clark-173-2005	608	False	
2890	Tahitian_173	to walk	tahi1242	1443	haere	haere	h a e r e		Clark-173-2005	1059	False	6
3876	Penrhyn_235	to walk	penr1237	1443	saere	saere	s a e r e		POLLEX	1059	False	6
4358	Mangareva_239	to walk	mang1401	1443	'ere	'ere	ʔ e r e		POLLEX	1059	False	6
4839	Tuamotuan_246	to walk	tuam1242	1443	haere	haere	h a e r e		POLLEX	1059	False	6
5833	Rapanui_264	to walk	rapa1244	1443	haere	haere	h a e r e		POLLEX	1059	True	6
180	NorthMarquesan_38	to work	nort2845	1086	hana	hana	h a n a		POLLEX	157	False	10
439	Hawaiian_52	to work	hawa1245	1086	hana	hana	h a n a		71458	157	False	10
709	Rarotongan_58	to work	raro1241	1086	ànga/ànga	ànga	ʔ a ŋ a	ànga/ànga	POLLEX	157	False	10
979	Maori_85	to work	maor1246	1086	mahi	mahi	m a h i		Biggs-85-2005	948	False	54
1512	Austral_128	to work	aust1304	1086	ʔatapu	ʔatapu	ʔ a t a p u		Meyer-128-2005	378	False	
2801	Tahitian_173	to work	tahi1242	1086	'ohipa	'ohipa	ʔ o h i p a		Clark-173-2005	603	False	
3795	Penrhyn_235	to work	penr1237	1086	anga	anga	a ŋ a		POLLEX	157	False	10
4259	Mangareva_239	to work	mang1401	1086	'anga	'anga	ʔ a ŋ a	haga	POLLEX	157	False	10
